year,hires,terminations,net_change,net_change_precent
2003,3,0,3,100.00
2003,3,0,3,100.00
2003,1,0,1,100.00
2003,1,0,1,100.00
2003,3,0,3,100.00
2003,1,0,1,100.00
2003,1,0,1,100.00
2003,2,0,2,100.00
2003,2,0,2,100.00
2003,2,0,2,100.00
2003,1,0,1,100.00
2003,1,0,1,100.00
2003,1,0,1,100.00
2003,1,0,1,100.00
2003,1,0,1,100.00
2003,3,1,2,66.67
2003,3,1,2,66.67
2003,2,0,2,100.00
2003,1,0,1,100.00
2003,1,0,1,100.00
2003,1,0,1,100.00
2003,1,1,0,0.00
2003,1,0,1,100.00
2004,1,0,1,100.00
2004,2,1,1,50.00
2004,4,0,4,100.00
2004,1,0,1,100.00
2004,4,1,3,75.00
2004,2,0,2,100.00
2004,4,0,4,100.00
2004,3,1,2,66.67
2004,2,1,1,50.00
2004,2,0,2,100.00
2004,2,1,1,50.00
2004,2,0,2,100.00
2004,3,0,3,100.00
2004,2,0,2,100.00
2004,4,1,3,75.00
2004,1,0,1,100.00
2004,2,0,2,100.00
2004,2,0,2,100.00
2004,1,0,1,100.00
2004,3,2,1,33.33
2004,2,2,0,0.00
2004,1,1,0,0.00
2004,2,0,2,100.00
2004,2,0,2,100.00
2004,1,0,1,100.00
2004,2,1,1,50.00
2004,1,0,1,100.00
2004,1,0,1,100.00
2004,1,0,1,100.00
2004,3,1,2,66.67
2004,1,0,1,100.00
2004,1,1,0,0.00
2004,1,0,1,100.00
2004,2,1,1,50.00
2004,1,0,1,100.00
2004,2,0,2,100.00
2004,1,1,0,0.00
2004,1,1,0,0.00
2004,2,0,2,100.00
2004,2,1,1,50.00
2004,1,1,0,0.00
2004,1,0,1,100.00
2004,1,0,1,100.00
2004,2,0,2,100.00
2004,6,0,6,100.00
2004,2,0,2,100.00
2004,9,3,6,66.67
2004,2,0,2,100.00
2004,3,1,2,66.67
2004,5,1,4,80.00
2004,3,1,2,66.67
2004,2,2,0,0.00
2004,4,1,3,75.00
2004,3,0,3,100.00
2004,3,0,3,100.00
2004,6,2,4,66.67
2004,3,0,3,100.00
2004,4,1,3,75.00
2004,4,1,3,75.00
2004,4,1,3,75.00
2004,3,1,2,66.67
2004,2,0,2,100.00
2004,1,0,1,100.00
2004,4,2,2,50.00
2004,3,0,3,100.00
2004,7,0,7,100.00
2004,6,0,6,100.00
2004,3,0,3,100.00
2004,4,1,3,75.00
2004,2,0,2,100.00
2004,4,2,2,50.00
2004,1,0,1,100.00
2004,4,0,4,100.00
2004,2,1,1,50.00
2004,4,0,4,100.00
2004,4,0,4,100.00
2004,3,0,3,100.00
2004,7,2,5,71.43
2004,3,0,3,100.00
2004,6,2,4,66.67
2004,2,1,1,50.00
2004,2,0,2,100.00
2004,1,1,0,0.00
2004,5,0,5,100.00
2004,3,1,2,66.67
2004,3,1,2,66.67
2004,2,0,2,100.00
2004,1,0,1,100.00
2004,5,0,5,100.00
2004,4,2,2,50.00
2004,3,1,2,66.67
2004,6,3,3,50.00
2004,2,0,2,100.00
2004,6,0,6,100.00
2004,2,0,2,100.00
2004,5,1,4,80.00
2004,3,0,3,100.00
2004,1,0,1,100.00
2004,6,2,4,66.67
2004,2,1,1,50.00
2004,2,0,2,100.00
2004,3,1,2,66.67
2004,7,0,7,100.00
2004,1,0,1,100.00
2004,4,0,4,100.00
2004,2,0,2,100.00
2004,2,1,1,50.00
2004,2,0,2,100.00
2004,2,0,2,100.00
2004,3,0,3,100.00
2004,4,0,4,100.00
2004,5,1,4,80.00
2004,1,0,1,100.00
2004,3,0,3,100.00
2004,3,1,2,66.67
2004,1,1,0,0.00
2004,2,1,1,50.00
2004,2,1,1,50.00
2004,4,2,2,50.00
2004,4,1,3,75.00
2004,1,0,1,100.00
2004,6,0,6,100.00
2004,6,0,6,100.00
2004,3,0,3,100.00
2004,4,2,2,50.00
2004,5,0,5,100.00
2004,4,1,3,75.00
2004,7,0,7,100.00
2004,3,0,3,100.00
2004,5,1,4,80.00
2004,2,1,1,50.00
2004,2,0,2,100.00
2004,3,0,3,100.00
2004,5,2,3,60.00
2004,3,0,3,100.00
2004,5,1,4,80.00
2004,2,0,2,100.00
2004,3,0,3,100.00
2004,2,1,1,50.00
2004,3,0,3,100.00
2004,2,0,2,100.00
2004,3,0,3,100.00
2004,3,1,2,66.67
2004,5,0,5,100.00
2004,2,0,2,100.00
2004,1,1,0,0.00
2004,1,1,0,0.00
2004,4,0,4,100.00
2004,3,1,2,66.67
2004,3,1,2,66.67
2004,3,0,3,100.00
2004,3,1,2,66.67
2004,2,1,1,50.00
2004,6,0,6,100.00
2004,6,0,6,100.00
2004,4,0,4,100.00
2004,4,2,2,50.00
2004,3,1,2,66.67
2004,3,0,3,100.00
2004,2,0,2,100.00
2004,3,2,1,33.33
2004,3,1,2,66.67
2004,1,0,1,100.00
2004,2,0,2,100.00
2004,3,1,2,66.67
2004,2,0,2,100.00
2004,8,1,7,87.50
2004,5,1,4,80.00
2004,4,1,3,75.00
2004,2,0,2,100.00
2004,3,1,2,66.67
2004,1,0,1,100.00
2004,4,1,3,75.00
2004,3,0,3,100.00
2004,4,1,3,75.00
2004,9,3,6,66.67
2004,6,1,5,83.33
2004,5,1,4,80.00
2004,4,0,4,100.00
2004,1,0,1,100.00
2004,1,0,1,100.00
2004,5,0,5,100.00
2004,5,2,3,60.00
2004,1,0,1,100.00
2004,3,0,3,100.00
2004,3,0,3,100.00
2004,2,0,2,100.00
2004,8,3,5,62.50
2004,1,1,0,0.00
2004,1,1,0,0.00
2004,4,1,3,75.00
2004,5,0,5,100.00
2004,3,1,2,66.67
2004,4,2,2,50.00
2004,7,0,7,100.00
2004,3,0,3,100.00
2004,3,1,2,66.67
2004,1,0,1,100.00
2004,4,1,3,75.00
2004,3,0,3,100.00
2004,1,0,1,100.00
2004,4,2,2,50.00
2004,3,1,2,66.67
2004,6,1,5,83.33
2004,5,0,5,100.00
2004,5,0,5,100.00
2004,2,0,2,100.00
2004,3,2,1,33.33
2004,4,0,4,100.00
2004,5,1,4,80.00
2004,7,0,7,100.00
2004,5,0,5,100.00
2004,1,0,1,100.00
2004,3,1,2,66.67
2004,4,0,4,100.00
2004,5,1,4,80.00
2004,7,2,5,71.43
2004,4,0,4,100.00
2004,4,0,4,100.00
2004,3,0,3,100.00
2004,2,0,2,100.00
2004,4,1,3,75.00
2004,3,0,3,100.00
2004,4,1,3,75.00
2004,4,1,3,75.00
2004,4,1,3,75.00
2004,3,0,3,100.00
2004,2,0,2,100.00
2004,1,0,1,100.00
2004,5,2,3,60.00
2004,5,1,4,80.00
2004,5,0,5,100.00
2004,1,0,1,100.00
2004,4,1,3,75.00
2004,3,0,3,100.00
2004,6,1,5,83.33
2004,5,2,3,60.00
2004,4,2,2,50.00
2004,5,1,4,80.00
2004,3,0,3,100.00
2004,5,1,4,80.00
2004,1,1,0,0.00
2004,3,1,2,66.67
2004,2,1,1,50.00
2004,2,0,2,100.00
2004,7,2,5,71.43
2004,4,0,4,100.00
2004,3,0,3,100.00
2004,3,0,3,100.00
2004,3,0,3,100.00
2004,3,1,2,66.67
2004,3,1,2,66.67
2004,2,0,2,100.00
2004,1,0,1,100.00
2004,4,2,2,50.00
2004,2,2,0,0.00
2004,1,0,1,100.00
2004,5,0,5,100.00
2004,2,0,2,100.00
2004,4,1,3,75.00
2004,1,0,1,100.00
2004,2,1,1,50.00
2004,2,0,2,100.00
2004,5,2,3,60.00
2004,4,1,3,75.00
2004,4,1,3,75.00
2004,3,0,3,100.00
2004,2,1,1,50.00
2004,4,0,4,100.00
2004,4,0,4,100.00
2004,4,2,2,50.00
2004,1,0,1,100.00
2004,2,0,2,100.00
2004,2,1,1,50.00
2004,3,0,3,100.00
2004,2,1,1,50.00
2004,5,0,5,100.00
2004,2,0,2,100.00
2004,4,1,3,75.00
2004,4,0,4,100.00
2004,8,1,7,87.50
2004,2,0,2,100.00
2004,2,1,1,50.00
2004,1,1,0,0.00
2004,3,1,2,66.67
2004,3,0,3,100.00
2004,4,1,3,75.00
2004,1,0,1,100.00
2004,3,1,2,66.67
2004,2,0,2,100.00
2004,4,0,4,100.00
2004,4,1,3,75.00
2004,3,0,3,100.00
2004,4,2,2,50.00
2004,3,0,3,100.00
2004,4,1,3,75.00
2004,2,0,2,100.00
2004,1,0,1,100.00
2004,4,0,4,100.00
2004,1,0,1,100.00
2004,3,1,2,66.67
2004,3,0,3,100.00
2004,6,3,3,50.00
2004,3,1,2,66.67
2004,2,0,2,100.00
2004,3,1,2,66.67
2004,3,1,2,66.67
2004,2,1,1,50.00
2004,3,0,3,100.00
2004,2,1,1,50.00
2004,3,1,2,66.67
2004,1,0,1,100.00
2004,7,0,7,100.00
2004,3,0,3,100.00
2004,2,1,1,50.00
2004,2,0,2,100.00
2004,2,0,2,100.00
2004,3,2,1,33.33
2004,2,0,2,100.00
2004,2,1,1,50.00
2004,1,0,1,100.00
2004,6,5,1,16.67
2004,3,0,3,100.00
2004,2,1,1,50.00
2004,3,1,2,66.67
2004,1,0,1,100.00
2004,3,1,2,66.67
2004,5,1,4,80.00
2004,5,0,5,100.00
2004,3,0,3,100.00
2004,2,0,2,100.00
2004,1,0,1,100.00
2004,2,0,2,100.00
2004,3,0,3,100.00
2004,3,0,3,100.00
2004,3,2,1,33.33
2004,2,0,2,100.00
2004,1,0,1,100.00
2004,3,1,2,66.67
2004,3,0,3,100.00
2004,4,0,4,100.00
2004,1,0,1,100.00
2004,1,1,0,0.00
2004,2,0,2,100.00
2004,3,1,2,66.67
2004,2,1,1,50.00
2004,2,0,2,100.00
2004,5,1,4,80.00
2004,4,2,2,50.00
2004,2,0,2,100.00
2005,5,1,4,80.00
2005,2,0,2,100.00
2005,5,2,3,60.00
2005,4,1,3,75.00
2005,6,0,6,100.00
2005,2,0,2,100.00
2005,6,0,6,100.00
2005,5,4,1,20.00
2005,3,2,1,33.33
2005,4,2,2,50.00
2005,4,0,4,100.00
2005,9,1,8,88.89
2005,1,0,1,100.00
2005,4,1,3,75.00
2005,4,0,4,100.00
2005,4,1,3,75.00
2005,2,2,0,0.00
2005,3,0,3,100.00
2005,2,1,1,50.00
2005,6,1,5,83.33
2005,2,0,2,100.00
2005,2,1,1,50.00
2005,4,1,3,75.00
2005,4,1,3,75.00
2005,3,0,3,100.00
2005,6,2,4,66.67
2005,3,0,3,100.00
2005,5,1,4,80.00
2005,4,1,3,75.00
2005,5,0,5,100.00
2005,3,1,2,66.67
2005,3,1,2,66.67
2005,1,1,0,0.00
2005,3,1,2,66.67
2005,6,3,3,50.00
2005,2,1,1,50.00
2005,4,2,2,50.00
2005,1,0,1,100.00
2005,4,1,3,75.00
2005,5,2,3,60.00
2005,2,0,2,100.00
2005,5,3,2,40.00
2005,4,1,3,75.00
2005,3,1,2,66.67
2005,6,0,6,100.00
2005,2,0,2,100.00
2005,3,0,3,100.00
2005,4,2,2,50.00
2005,5,0,5,100.00
2005,3,0,3,100.00
2005,5,0,5,100.00
2005,6,0,6,100.00
2005,2,0,2,100.00
2005,5,0,5,100.00
2005,3,0,3,100.00
2005,1,0,1,100.00
2005,3,1,2,66.67
2005,4,1,3,75.00
2005,7,1,6,85.71
2005,4,1,3,75.00
2005,1,0,1,100.00
2005,4,1,3,75.00
2005,5,1,4,80.00
2005,3,0,3,100.00
2005,1,0,1,100.00
2005,5,0,5,100.00
2005,4,1,3,75.00
2005,2,0,2,100.00
2005,4,1,3,75.00
2005,4,2,2,50.00
2005,2,0,2,100.00
2005,3,0,3,100.00
2005,4,0,4,100.00
2005,4,1,3,75.00
2005,4,1,3,75.00
2005,1,0,1,100.00
2005,2,0,2,100.00
2005,2,2,0,0.00
2005,4,0,4,100.00
2005,4,1,3,75.00
2005,4,1,3,75.00
2005,5,1,4,80.00
2005,1,0,1,100.00
2005,2,0,2,100.00
2005,2,1,1,50.00
2005,2,0,2,100.00
2005,5,1,4,80.00
2005,2,1,1,50.00
2005,4,0,4,100.00
2005,5,0,5,100.00
2005,6,1,5,83.33
2005,2,0,2,100.00
2005,4,2,2,50.00
2005,5,1,4,80.00
2005,4,1,3,75.00
2005,2,0,2,100.00
2005,6,0,6,100.00
2005,2,1,1,50.00
2005,3,0,3,100.00
2005,2,1,1,50.00
2005,8,3,5,62.50
2005,6,3,3,50.00
2005,3,0,3,100.00
2005,3,0,3,100.00
2005,6,2,4,66.67
2005,3,1,2,66.67
2005,3,0,3,100.00
2005,2,0,2,100.00
2005,1,0,1,100.00
2005,3,1,2,66.67
2005,3,0,3,100.00
2005,8,2,6,75.00
2005,3,2,1,33.33
2005,5,0,5,100.00
2005,3,1,2,66.67
2005,4,1,3,75.00
2005,3,0,3,100.00
2005,2,0,2,100.00
2005,2,0,2,100.00
2005,2,1,1,50.00
2005,3,1,2,66.67
2005,2,0,2,100.00
2005,5,1,4,80.00
2005,3,0,3,100.00
2005,2,1,1,50.00
2005,1,0,1,100.00
2005,4,0,4,100.00
2005,2,1,1,50.00
2005,2,0,2,100.00
2005,2,0,2,100.00
2005,5,0,5,100.00
2005,2,1,1,50.00
2005,2,1,1,50.00
2005,5,1,4,80.00
2005,2,1,1,50.00
2005,2,0,2,100.00
2005,4,2,2,50.00
2005,6,1,5,83.33
2005,5,1,4,80.00
2005,5,1,4,80.00
2005,3,1,2,66.67
2005,3,0,3,100.00
2005,4,1,3,75.00
2005,6,1,5,83.33
2005,7,0,7,100.00
2005,3,1,2,66.67
2005,4,0,4,100.00
2005,2,0,2,100.00
2005,2,0,2,100.00
2005,1,1,0,0.00
2005,3,1,2,66.67
2005,6,1,5,83.33
2005,6,1,5,83.33
2005,7,0,7,100.00
2005,5,1,4,80.00
2005,2,0,2,100.00
2005,3,1,2,66.67
2005,5,0,5,100.00
2005,5,0,5,100.00
2005,8,0,8,100.00
2005,2,1,1,50.00
2005,3,1,2,66.67
2005,3,1,2,66.67
2005,5,0,5,100.00
2005,2,0,2,100.00
2005,1,0,1,100.00
2005,1,0,1,100.00
2005,6,2,4,66.67
2005,2,0,2,100.00
2005,2,1,1,50.00
2005,4,1,3,75.00
2005,2,0,2,100.00
2005,2,0,2,100.00
2005,4,1,3,75.00
2005,3,1,2,66.67
2005,2,1,1,50.00
2005,4,1,3,75.00
2005,2,0,2,100.00
2005,2,0,2,100.00
2005,3,0,3,100.00
2005,2,1,1,50.00
2005,4,1,3,75.00
2005,4,1,3,75.00
2005,2,0,2,100.00
2005,3,0,3,100.00
2005,2,0,2,100.00
2005,2,0,2,100.00
2005,2,0,2,100.00
2005,2,0,2,100.00
2005,4,1,3,75.00
2005,4,1,3,75.00
2005,1,0,1,100.00
2005,2,0,2,100.00
2005,2,0,2,100.00
2005,2,0,2,100.00
2005,4,2,2,50.00
2005,4,1,3,75.00
2005,1,0,1,100.00
2005,1,0,1,100.00
2005,2,0,2,100.00
2005,3,0,3,100.00
2005,1,0,1,100.00
2005,4,0,4,100.00
2005,3,1,2,66.67
2005,2,0,2,100.00
2005,2,1,1,50.00
2005,3,0,3,100.00
2005,1,1,0,0.00
2005,4,2,2,50.00
2005,4,0,4,100.00
2005,2,0,2,100.00
2005,2,2,0,0.00
2005,1,0,1,100.00
2005,5,2,3,60.00
2005,1,0,1,100.00
2005,6,0,6,100.00
2005,4,1,3,75.00
2005,5,0,5,100.00
2005,2,0,2,100.00
2005,2,0,2,100.00
2005,3,1,2,66.67
2005,3,1,2,66.67
2005,2,1,1,50.00
2005,2,1,1,50.00
2005,1,1,0,0.00
2005,2,0,2,100.00
2005,2,0,2,100.00
2005,1,0,1,100.00
2005,5,0,5,100.00
2005,4,0,4,100.00
2005,1,0,1,100.00
2005,4,1,3,75.00
2005,2,0,2,100.00
2005,3,1,2,66.67
2005,3,0,3,100.00
2005,5,1,4,80.00
2005,5,0,5,100.00
2005,3,0,3,100.00
2005,4,1,3,75.00
2005,4,0,4,100.00
2005,2,0,2,100.00
2005,4,0,4,100.00
2005,2,0,2,100.00
2005,2,1,1,50.00
2005,2,0,2,100.00
2005,3,0,3,100.00
2005,1,0,1,100.00
2005,4,0,4,100.00
2005,3,0,3,100.00
2005,4,1,3,75.00
2005,1,1,0,0.00
2005,7,1,6,85.71
2005,2,0,2,100.00
2005,2,0,2,100.00
2005,2,0,2,100.00
2005,5,1,4,80.00
2005,1,0,1,100.00
2005,1,0,1,100.00
2005,1,0,1,100.00
2005,2,1,1,50.00
2005,4,1,3,75.00
2005,4,0,4,100.00
2005,2,1,1,50.00
2005,1,0,1,100.00
2005,4,0,4,100.00
2005,3,1,2,66.67
2005,1,0,1,100.00
2005,4,0,4,100.00
2005,1,0,1,100.00
2005,3,1,2,66.67
2005,1,1,0,0.00
2005,3,2,1,33.33
2005,4,0,4,100.00
2005,1,0,1,100.00
2005,2,1,1,50.00
2005,4,1,3,75.00
2005,2,1,1,50.00
2005,2,0,2,100.00
2005,4,0,4,100.00
2005,1,0,1,100.00
2005,2,0,2,100.00
2005,1,0,1,100.00
2005,1,0,1,100.00
2005,2,0,2,100.00
2005,2,1,1,50.00
2005,3,0,3,100.00
2005,2,0,2,100.00
2005,3,0,3,100.00
2005,5,2,3,60.00
2005,2,0,2,100.00
2005,1,1,0,0.00
2005,1,0,1,100.00
2005,4,1,3,75.00
2005,4,2,2,50.00
2005,2,0,2,100.00
2005,3,0,3,100.00
2005,2,1,1,50.00
2005,1,0,1,100.00
2005,5,3,2,40.00
2005,1,0,1,100.00
2005,1,0,1,100.00
2005,4,1,3,75.00
2005,2,1,1,50.00
2005,1,0,1,100.00
2005,1,1,0,0.00
2005,3,0,3,100.00
2005,1,0,1,100.00
2005,1,1,0,0.00
2005,4,0,4,100.00
2005,6,0,6,100.00
2005,1,0,1,100.00
2005,1,0,1,100.00
2005,3,1,2,66.67
2005,2,0,2,100.00
2005,3,0,3,100.00
2005,1,0,1,100.00
2005,1,1,0,0.00
2005,1,0,1,100.00
2005,1,0,1,100.00
2005,1,0,1,100.00
2005,3,2,1,33.33
2005,1,0,1,100.00
2005,3,1,2,66.67
2005,2,1,1,50.00
2005,1,0,1,100.00
2005,2,0,2,100.00
2005,1,0,1,100.00
2005,1,0,1,100.00
2005,1,0,1,100.00
2005,1,1,0,0.00
2005,3,0,3,100.00
2005,1,0,1,100.00
2005,2,0,2,100.00
2005,2,0,2,100.00
2005,1,0,1,100.00
2005,2,0,2,100.00
2005,1,0,1,100.00
2005,3,1,2,66.67
2005,4,1,3,75.00
2005,1,0,1,100.00
2005,1,0,1,100.00
2005,2,0,2,100.00
2005,2,0,2,100.00
2005,1,1,0,0.00
2005,1,0,1,100.00
2005,1,0,1,100.00
2005,2,0,2,100.00
2005,1,0,1,100.00
2005,1,0,1,100.00
2006,3,0,3,100.00
2006,2,0,2,100.00
2006,1,0,1,100.00
2006,2,1,1,50.00
2006,2,0,2,100.00
2006,3,0,3,100.00
2006,1,0,1,100.00
2006,2,0,2,100.00
2006,1,1,0,0.00
2006,1,0,1,100.00
2006,2,0,2,100.00
2006,1,0,1,100.00
2006,3,0,3,100.00
2006,2,0,2,100.00
2006,1,0,1,100.00
2006,1,0,1,100.00
2006,1,0,1,100.00
2006,2,0,2,100.00
2006,3,0,3,100.00
2006,2,0,2,100.00
2006,3,0,3,100.00
2006,1,0,1,100.00
2006,1,0,1,100.00
2006,2,0,2,100.00
2006,1,0,1,100.00
2006,1,0,1,100.00
2006,2,1,1,50.00
2006,1,0,1,100.00
2006,1,0,1,100.00
2006,1,0,1,100.00
2006,2,0,2,100.00
2006,1,0,1,100.00
2006,1,0,1,100.00
2006,1,1,0,0.00
2006,1,0,1,100.00
2006,1,0,1,100.00
2006,1,0,1,100.00
2006,2,0,2,100.00
2006,1,1,0,0.00
2006,2,0,2,100.00
2006,6,2,4,66.67
2006,1,0,1,100.00
2006,6,1,5,83.33
2006,3,2,1,33.33
2006,4,0,4,100.00
2006,3,0,3,100.00
2006,2,0,2,100.00
2006,5,0,5,100.00
2006,3,0,3,100.00
2006,3,0,3,100.00
2006,4,2,2,50.00
2006,2,0,2,100.00
2006,4,1,3,75.00
2006,4,2,2,50.00
2006,4,0,4,100.00
2006,2,0,2,100.00
2006,4,0,4,100.00
2006,9,2,7,77.78
2006,2,1,1,50.00
2006,2,0,2,100.00
2006,4,1,3,75.00
2006,2,1,1,50.00
2006,7,3,4,57.14
2006,1,0,1,100.00
2006,5,2,3,60.00
2006,4,0,4,100.00
2006,6,0,6,100.00
2006,5,0,5,100.00
2006,3,0,3,100.00
2006,1,0,1,100.00
2006,7,1,6,85.71
2006,4,0,4,100.00
2006,1,0,1,100.00
2006,6,0,6,100.00
2006,1,1,0,0.00
2006,2,1,1,50.00
2006,5,0,5,100.00
2006,2,0,2,100.00
2006,6,0,6,100.00
2006,4,0,4,100.00
2006,3,1,2,66.67
2006,4,0,4,100.00
2006,5,2,3,60.00
2006,3,0,3,100.00
2006,4,2,2,50.00
2006,2,0,2,100.00
2006,5,1,4,80.00
2006,1,0,1,100.00
2006,5,0,5,100.00
2006,3,1,2,66.67
2006,4,1,3,75.00
2006,2,0,2,100.00
2006,3,1,2,66.67
2006,2,0,2,100.00
2006,4,0,4,100.00
2006,4,1,3,75.00
2006,6,1,5,83.33
2006,3,0,3,100.00
2006,3,3,0,0.00
2006,1,1,0,0.00
2006,3,0,3,100.00
2006,4,0,4,100.00
2006,3,0,3,100.00
2006,2,0,2,100.00
2006,9,1,8,88.89
2006,4,1,3,75.00
2006,4,2,2,50.00
2006,3,1,2,66.67
2006,2,0,2,100.00
2006,2,0,2,100.00
2006,3,0,3,100.00
2006,4,1,3,75.00
2006,6,1,5,83.33
2006,5,2,3,60.00
2006,3,0,3,100.00
2006,2,0,2,100.00
2006,3,0,3,100.00
2006,3,0,3,100.00
2006,4,2,2,50.00
2006,4,1,3,75.00
2006,3,2,1,33.33
2006,3,0,3,100.00
2006,5,0,5,100.00
2006,2,0,2,100.00
2006,2,0,2,100.00
2006,4,1,3,75.00
2006,7,0,7,100.00
2006,4,1,3,75.00
2006,3,0,3,100.00
2006,3,0,3,100.00
2006,3,0,3,100.00
2006,4,2,2,50.00
2006,3,1,2,66.67
2006,3,0,3,100.00
2006,5,0,5,100.00
2006,6,1,5,83.33
2006,1,0,1,100.00
2006,5,0,5,100.00
2006,4,0,4,100.00
2006,3,1,2,66.67
2006,2,0,2,100.00
2006,1,0,1,100.00
2006,3,0,3,100.00
2006,4,1,3,75.00
2006,6,2,4,66.67
2006,4,1,3,75.00
2006,3,0,3,100.00
2006,3,0,3,100.00
2006,4,2,2,50.00
2006,6,1,5,83.33
2006,8,2,6,75.00
2006,5,2,3,60.00
2006,1,0,1,100.00
2006,3,0,3,100.00
2006,4,2,2,50.00
2006,4,2,2,50.00
2006,5,1,4,80.00
2006,3,0,3,100.00
2006,5,2,3,60.00
2006,4,1,3,75.00
2006,4,1,3,75.00
2006,1,0,1,100.00
2006,1,0,1,100.00
2006,5,1,4,80.00
2006,7,4,3,42.86
2006,4,1,3,75.00
2006,4,1,3,75.00
2006,5,2,3,60.00
2006,3,0,3,100.00
2006,3,1,2,66.67
2006,1,1,0,0.00
2006,2,0,2,100.00
2006,4,1,3,75.00
2006,2,1,1,50.00
2006,2,0,2,100.00
2006,2,0,2,100.00
2006,2,0,2,100.00
2006,4,1,3,75.00
2006,3,0,3,100.00
2006,8,2,6,75.00
2006,3,1,2,66.67
2006,5,0,5,100.00
2006,2,0,2,100.00
2006,2,1,1,50.00
2006,4,0,4,100.00
2006,2,0,2,100.00
2006,4,1,3,75.00
2006,2,0,2,100.00
2006,6,0,6,100.00
2006,4,2,2,50.00
2006,4,1,3,75.00
2006,4,0,4,100.00
2006,2,2,0,0.00
2006,2,0,2,100.00
2006,6,1,5,83.33
2006,3,1,2,66.67
2006,3,1,2,66.67
2006,6,0,6,100.00
2006,4,0,4,100.00
2006,2,0,2,100.00
2006,1,0,1,100.00
2006,1,0,1,100.00
2006,2,0,2,100.00
2006,4,1,3,75.00
2006,2,1,1,50.00
2006,5,1,4,80.00
2006,2,0,2,100.00
2006,2,0,2,100.00
2006,3,1,2,66.67
2006,7,0,7,100.00
2006,2,1,1,50.00
2006,1,0,1,100.00
2006,4,0,4,100.00
2006,8,1,7,87.50
2006,3,1,2,66.67
2006,2,0,2,100.00
2006,1,1,0,0.00
2006,2,0,2,100.00
2006,3,0,3,100.00
2006,1,1,0,0.00
2006,10,3,7,70.00
2006,5,1,4,80.00
2006,3,1,2,66.67
2006,2,0,2,100.00
2006,3,1,2,66.67
2006,5,2,3,60.00
2006,3,0,3,100.00
2006,4,1,3,75.00
2006,2,1,1,50.00
2006,3,0,3,100.00
2006,1,0,1,100.00
2006,7,1,6,85.71
2006,3,0,3,100.00
2006,4,1,3,75.00
2006,3,1,2,66.67
2006,3,0,3,100.00
2006,7,0,7,100.00
2006,2,1,1,50.00
2006,3,0,3,100.00
2006,5,1,4,80.00
2006,2,0,2,100.00
2006,2,0,2,100.00
2006,2,0,2,100.00
2006,5,2,3,60.00
2006,4,1,3,75.00
2006,1,0,1,100.00
2006,3,0,3,100.00
2006,3,1,2,66.67
2006,4,1,3,75.00
2006,2,0,2,100.00
2006,2,0,2,100.00
2006,4,0,4,100.00
2006,5,0,5,100.00
2006,3,0,3,100.00
2006,2,0,2,100.00
2006,5,0,5,100.00
2006,3,0,3,100.00
2006,3,1,2,66.67
2006,4,0,4,100.00
2006,3,0,3,100.00
2006,2,1,1,50.00
2006,3,0,3,100.00
2006,4,1,3,75.00
2006,2,0,2,100.00
2006,3,0,3,100.00
2006,5,0,5,100.00
2006,1,0,1,100.00
2006,2,0,2,100.00
2006,2,1,1,50.00
2006,4,1,3,75.00
2006,5,0,5,100.00
2006,1,1,0,0.00
2006,4,0,4,100.00
2006,3,1,2,66.67
2006,3,0,3,100.00
2006,6,0,6,100.00
2006,5,0,5,100.00
2006,2,0,2,100.00
2006,2,0,2,100.00
2006,4,1,3,75.00
2006,2,0,2,100.00
2006,4,0,4,100.00
2006,5,1,4,80.00
2006,5,1,4,80.00
2006,2,0,2,100.00
2006,1,0,1,100.00
2006,5,2,3,60.00
2006,3,2,1,33.33
2006,2,2,0,0.00
2006,3,0,3,100.00
2006,3,1,2,66.67
2006,2,0,2,100.00
2006,3,0,3,100.00
2006,2,0,2,100.00
2006,3,1,2,66.67
2006,4,1,3,75.00
2006,5,0,5,100.00
2006,4,0,4,100.00
2006,1,0,1,100.00
2006,5,1,4,80.00
2006,2,2,0,0.00
2006,3,2,1,33.33
2006,3,1,2,66.67
2006,5,1,4,80.00
2006,4,0,4,100.00
2006,2,2,0,0.00
2006,3,1,2,66.67
2006,4,0,4,100.00
2006,2,1,1,50.00
2006,1,0,1,100.00
2006,1,0,1,100.00
2006,2,0,2,100.00
2006,4,2,2,50.00
2006,4,1,3,75.00
2006,2,1,1,50.00
2006,1,0,1,100.00
2006,6,0,6,100.00
2006,3,1,2,66.67
2006,3,1,2,66.67
2006,6,2,4,66.67
2006,3,2,1,33.33
2006,2,0,2,100.00
2006,3,0,3,100.00
2006,3,0,3,100.00
2006,1,0,1,100.00
2006,2,0,2,100.00
2006,2,1,1,50.00
2006,2,1,1,50.00
2006,4,2,2,50.00
2006,2,1,1,50.00
2006,3,0,3,100.00
2006,1,0,1,100.00
2006,2,0,2,100.00
2006,4,0,4,100.00
2006,2,1,1,50.00
2006,3,0,3,100.00
2006,1,0,1,100.00
2006,3,0,3,100.00
2006,2,0,2,100.00
2007,3,1,2,66.67
2007,3,0,3,100.00
2007,6,1,5,83.33
2007,1,0,1,100.00
2007,3,1,2,66.67
2007,5,0,5,100.00
2007,2,0,2,100.00
2007,2,0,2,100.00
2007,4,0,4,100.00
2007,4,0,4,100.00
2007,3,1,2,66.67
2007,7,1,6,85.71
2007,3,1,2,66.67
2007,2,0,2,100.00
